Date,Open,High,Low,Close,
12-Apr-23,46998.54,47208.4,46912.93,47143.37,144.83
13-Apr-23,47278.05,47855.62,47069.38,47793.96,515.91
17-Apr-23,48028.7,48193.54,47457.94,47970.55,-58.15
18-Apr-23,47978.87,48189.5,47762.27,47922.51,-56.36
19-Apr-23,47987.64,47993.85,47696.83,47837.4,-150.24
20-Apr-23,47834.58,48081.58,47772.41,47946.44,111.86
21-Apr-23,47831.71,48107.96,47631.58,47771.91,-59.8
24-Apr-23,48064,48450.49,47947.05,48400.81,336.81
25-Apr-23,48599.43,48652.35,48345.41,48421.42,-178.01
26-Apr-23,48248.23,48649.35,48158.23,48602.3,354.07
27-Apr-23,48557.4,48836.06,48517.86,48789.58,232.18
28-Apr-23,48795.29,49047.39,48480.24,48981.83,186.54
02-May-23,49114.77,49214.25,48960.52,49043.89,-70.88
03-May-23,48877.99,49032.05,48740.92,48973.18,95.19
04-May-23,49032.61,49458.74,48866.65,49396.39,363.78
05-May-23,48829.35,49486.74,48391.48,48472.72,-356.63
08-May-23,48555.07,49323.42,48555.07,49201.92,646.85
09-May-23,49354.68,49442.26,49023.43,49091.98,-262.7
10-May-23,49153.32,49302.58,48674.76,49259.59,106.27
11-May-23,49546.43,49614.78,49302.73,49408.86,-137.57
12-May-23,49426,49881.09,49282.09,49768.18,342.18
15-May-23,49869.67,50149.01,49613.91,50045.35,175.68
16-May-23,50178.53,50182.08,49765.71,49864.72,-313.81
17-May-23,49841.38,49968.68,49313.3,49588.43,-252.95
18-May-23,50054.92,50054.92,49556.56,49642.55,-412.37
19-May-23,49813.41,49974.72,49428.78,49922.25,108.84
22-May-23,49799.45,49955.67,49577.13,49797.66,-1.79
23-May-23,49900.76,50003.58,49737.25,49821.34,-79.42
24-May-23,49668.78,49945.12,49517.87,49565.64,-103.14
25-May-23,49481.18,49638.87,49273.11,49595.54,114.36
26-May-23,49634.91,50023.28,49466.32,49960.5,325.59
29-May-23,50118.95,50471.88,50118.95,50262.74,143.79
30-May-23,50269.71,50503.38,50193.07,50442,172.29
31-May-23,50317.98,50343.07,49715.83,50017.52,-300.46
01-Jun-23,50062.91,50069.56,49521.46,49605.22,-457.69
02-Jun-23,49800.41,49961.53,49646.35,49789.92,-10.49
05-Jun-23,49913.59,50226.16,49913.59,50027.58,113.99
06-Jun-23,50010.84,50290.96,50003.65,50230.52,219.68
07-Jun-23,50346.88,50401.19,50179.4,50296.35,-50.53
08-Jun-23,50264.1,50418.91,49807.22,49894.08,-370.02
09-Jun-23,49889.24,50129.84,49808.03,49874.11,-15.13
12-Jun-23,49902.73,49971.43,49769.49,49827.87,-74.86
13-Jun-23,49742.03,50015.58,49741.2,49951.06,209.03
14-Jun-23,49984.97,50049.97,49761.45,49814.18,-170.79
15-Jun-23,49777.21,49909.49,49140.66,49174.88,-602.33
16-Jun-23,49242.1,49840.44,49242.1,49682.85,440.75
19-Jun-23,49759.91,49805.99,49126.88,49266.14,-493.77
20-Jun-23,49272.5,49527.52,48960.45,49458.23,185.73
21-Jun-23,49554.75,49628.15,49369.43,49545.74,-9.01
22-Jun-23,49582.5,49794.44,49397.81,49453.47,-129.03
23-Jun-23,49365.2,49516.44,49236.91,49292.31,-72.89
26-Jun-23,49333.03,49467.2,49205.96,49296.96,-36.07
27-Jun-23,49495.02,49956.23,49355.71,49886.99,391.97
28-Jun-23,50149.39,50296,49908.81,50107.1,-42.29
30-Jun-23,50244.47,50533.05,50176.38,50500.57,256.1
03-Jul-23,50668.65,51092.89,50549.24,50894.92,226.27
04-Jul-23,51053.11,51444.86,50752.51,51050.2,-2.91
05-Jul-23,51002.31,51193.6,50824.15,50912.67,-89.64
06-Jul-23,50860.07,51235.99,50693.94,51153.54,293.47
07-Jul-23,50971.48,51060.71,50605.66,50739.46,-232.02
10-Jul-23,50768.6,50999.38,50477.09,50630.78,-137.82
11-Jul-23,50756.34,50901.54,50352.77,50450.11,-306.23
12-Jul-23,50560,50647.42,50262.72,50337.32,-222.68
13-Jul-23,50686.89,50873,50375.3,50440.58,-246.31
14-Jul-23,50600.49,50727.79,50234.62,50559.62,-40.87
17-Jul-23,50644.49,51401.47,50410.33,51291.95,647.46
18-Jul-23,51512.58,51756.88,51071.96,51207.91,-304.67
19-Jul-23,51379.66,51539.2,51269.46,51492.87,113.21
20-Jul-23,51478.12,52286,51453.52,52212.53,734.41
21-Jul-23,52078.54,52499.23,51952.86,52122.78,44.24
24-Jul-23,52206.07,52206.07,51757.34,51836.97,-369.1
25-Jul-23,52125.86,52140.81,51365.94,51646.91,-478.95
26-Jul-23,51686.42,51989.24,51642.02,51950.6,264.18
27-Jul-23,52086.42,52224.94,51415.54,51550,-536.42
28-Jul-23,51471.37,51579.14,51060.37,51319.66,-151.71
31-Jul-23,51291.43,51479.51,51179.11,51432.39,140.96
01-Aug-23,51409.73,51560.09,51194.19,51331.27,-78.46
02-Aug-23,50871.19,51137.18,50339.12,50635.91,-235.28
03-Aug-23,50459.93,50662.93,49820.1,50098.46,-361.47
04-Aug-23,50322.95,50758.26,50082.72,50428.55,105.6
07-Aug-23,50519.73,50525.64,50276.42,50325.76,-193.97
08-Aug-23,50368.45,50639.3,50319.07,50491.32,122.87
09-Aug-23,50441.56,50450.25,50030.99,50380.42,-61.14
10-Aug-23,50340.5,50481.23,49867.99,49973.3,-367.2
11-Aug-23,49988.31,49988.31,49537.07,49608.24,-380.07
14-Aug-23,49473.73,49622.74,49174.87,49462.31,-11.42
16-Aug-23,49200.48,49388.75,48957.08,49329.85,129.37
17-Aug-23,49249.94,49456.94,49101.34,49243.8,-6.14
18-Aug-23,49182.8,49342.25,48985.28,49214.03,31.23
21-Aug-23,49225.62,49532.41,49210.21,49390.65,165.03
22-Aug-23,49509.27,49535.67,49312.2,49366.53,-142.74
23-Aug-23,49456.32,50010.55,49322.02,49957.6,501.28
24-Aug-23,50142.2,50512.37,49944.1,50008.14,-134.06
25-Aug-23,49851.5,49910.92,49460.05,49774.49,-77.01
28-Aug-23,49760.23,50170.31,49253.33,50049.78,289.55
29-Aug-23,50171.96,50200.38,49941,49999.79,-172.17
30-Aug-23,50126.79,50320.24,49613.95,49696.41,-430.38
31-Aug-23,49740.61,49940.67,49321.42,49371.95,-368.66
01-Sep-23,49408.91,50047.81,49233.89,49912.19,503.28
04-Sep-23,49994.13,50094.13,49682.38,49937.6,-56.53
05-Sep-23,49959.49,50064.49,49801.79,49912.85,-46.64
06-Sep-23,49836.7,49936.45,49506.14,49732.59,-104.11
07-Sep-23,49745.76,50318.24,49658.81,50287.7,541.94
08-Sep-23,50370.68,50854.94,50210.81,50573,202.32
11-Sep-23,50826.67,51170.81,50660.44,51107.64,280.97
12-Sep-23,51406.13,51460.78,50922.01,51124.52,-281.61
13-Sep-23,51038.66,51662.09,50914.39,51578.11,539.45
14-Sep-23,51685.42,51819.32,51449.95,51629.15,-56.27
15-Sep-23,51707.13,51929.93,51657.38,51844.91,137.78
18-Sep-23,51680.63,51888.57,51529.23,51611.36,-69.27
20-Sep-23,51143.7,51468.25,50969.93,51066.98,-76.72
21-Sep-23,50932.29,50966.65,50136.95,50172.77,-759.52
22-Sep-23,50225.55,50619.55,50132.43,50201.45,-24.1
25-Sep-23,50303.31,50527.21,49955.45,50347.89,44.58
26-Sep-23,50349.19,50368.68,50042.42,50120.16,-229.03
27-Sep-23,50103.27,50172.75,49623.87,50085.66,-17.61
28-Sep-23,50261.69,50292.48,49781.11,49842.05,-419.64
29-Sep-23,50024.07,50335.55,49876.98,50174.68,150.61
03-Oct-23,50134.14,50134.14,49803.84,50007.77,-126.37
04-Oct-23,49793.39,49793.39,49255.55,49342.1,-451.29
05-Oct-23,49591.85,49853.89,49492.23,49684.33,92.48
06-Oct-23,49945.86,50011.33,49720.4,49851.94,-93.92
09-Oct-23,49320.69,49547.74,49235.87,49333.85,13.16
10-Oct-23,49435.67,50106.12,49435.67,49944.95,509.28
11-Oct-23,50167.62,50333.39,50007.97,50091.72,-75.9
12-Oct-23,50201.47,50323.22,50100.21,50145.96,-55.51
13-Oct-23,49880.69,50087.45,49634.56,49768.68,-112.01
16-Oct-23,49709.9,49862.25,49505.22,49714.33,4.43
17-Oct-23,50013.84,50089.16,49849.83,49954.62,-59.22
18-Oct-23,50000.41,50000.41,49323.72,49363.59,-636.82
19-Oct-23,49090.28,49544.95,49006.88,49210.22,119.94
20-Oct-23,49083.66,49341.52,49033.4,49184.35,100.69
23-Oct-23,49350.37,49350.37,48400.66,48512.49,-837.88
25-Oct-23,48735.94,48824.29,48097.26,48173.33,-562.61
26-Oct-23,48107.21,48107.21,47463.91,47692.36,-414.85
27-Oct-23,48186.95,48409.61,47909.41,48345.74,158.79
30-Oct-23,48335.69,48697.2,47926.34,48604.73,269.04
31-Oct-23,48876.91,48901.65,48396.05,48448.07,-428.84
01-Nov-23,48389.93,48402.57,48171.7,48258.13,-131.8
02-Nov-23,48639.26,48914.65,48394.65,48629.08,-10.18
03-Nov-23,48949.14,49087.24,48847.23,48960.38,11.24
06-Nov-23,49329.18,49358.32,49125.23,49320.59,-8.59
07-Nov-23,49373.62,49609.39,48986.86,49561.87,188.25
08-Nov-23,49651.59,49651.59,49307.58,49401.03,-250.56
09-Nov-23,49431.05,49669.02,49302.78,49460.62,29.57
10-Nov-23,49354.94,49688.89,49234.18,49580.83,225.89
12-Nov-23,49857.73,49870.33,49732.08,49767.92,-89.81
13-Nov-23,49762,49768.76,49407.65,49655.55,-106.45
15-Nov-23,50130.86,50206.79,49967.81,50046.74,-84.12
16-Nov-23,50048.07,50270.49,49808.83,49911.73,-136.34
17-Nov-23,49548.85,49586.5,49095.2,49170.81,-378.04
20-Nov-23,49137.62,49327.44,48968.14,49172.17,34.55
21-Nov-23,49275.67,49379.1,49149.08,49253.48,-22.19
22-Nov-23,49127.96,49232.1,48782.26,49028,-99.96
23-Nov-23,49076.65,49225.3,49033.44,49129.15,52.5
24-Nov-23,49202.52,49407.6,49106.33,49339.05,136.53
28-Nov-23,49403.83,49570.96,49326.1,49496.86,93.03
29-Nov-23,49658.2,50387.7,49629.78,50321.12,662.92
30-Nov-23,50415.41,50549.75,50006.99,50292.51,-122.9
01-Dec-23,50380.29,50893.57,50338.17,50733.56,353.27
04-Dec-23,51556.51,52610.63,51451.15,52539.97,983.46
05-Dec-23,52811.83,53458.17,52791.12,53178.32,366.49
06-Dec-23,53380.53,53484.36,52863.59,52911.27,-469.26
07-Dec-23,52931.69,53078.46,52584.93,52954.86,23.17
08-Dec-23,52988.45,53493.44,52894.19,53426.53,438.08
11-Dec-23,53497.44,53776.26,53339.66,53446.75,-50.69
12-Dec-23,53623.01,53623.01,53194.16,53273.39,-349.62
13-Dec-23,53401.89,53452.31,53021.33,53242.3,-159.59
14-Dec-23,53746.55,54194.53,53693.22,53911.18,164.63
15-Dec-23,54181.56,54413.74,53742.33,54336.25,154.69
18-Dec-23,54306.27,54306.27,53944.08,54022.35,-283.92
19-Dec-23,54161.08,54250.52,53827.63,54082.95,-78.13
20-Dec-23,54312.88,54381.53,53316.02,53557.03,-755.85
21-Dec-23,53108.37,54014.07,52930.83,53908.43,800.06
22-Dec-23,54000.07,54232.46,53472.91,53549.96,-450.11
26-Dec-23,53643.74,53975.15,53481.9,53851.86,208.12
27-Dec-23,53931.51,54513.73,53922.89,54437.38,505.87
28-Dec-23,54673.33,54799.84,54471.36,54666.44,-6.89
29-Dec-23,54597.37,54632.68,54135.67,54378.31,-219.06
01-Jan-24,54261.41,54542.19,54055.39,54351.03,89.62
02-Jan-24,54282.36,54290.76,53656.37,53723.03,-559.33
03-Jan-24,53718.22,53816.48,53403.87,53729.55,11.33
04-Jan-24,53869.23,54340.97,53769.35,54231.82,362.59
05-Jan-24,54298.28,54457.59,53909.17,54272.04,-26.24
08-Jan-24,54218.6,54274.43,53406.61,53501.48,-717.12
09-Jan-24,53768.15,54059.54,53186.59,53259.99,-508.16
10-Jan-24,53155.43,53432.82,53006.7,53359.65,204.22
11-Jan-24,53551.93,53728.57,53269.14,53485.11,-66.82
12-Jan-24,53623.19,53996.3,53456.57,53798.38,175.19
15-Jan-24,54036.67,54342.99,53915.09,54250.93,214.26
16-Jan-24,54180.37,54419.8,54108.78,54196.97,16.6
17-Jan-24,52889.13,53327.83,51958.87,52020.27,-868.86
18-Jan-24,51521.25,52292.24,51369.99,51802.83,281.58
19-Jan-24,52316.31,52459.32,51661.14,51832.42,-483.89
20-Jan-24,52210.96,52410.73,51714.6,52233.05,22.09
23-Jan-24,52700.4,52937.44,50972.14,51132.35,-1568.05
24-Jan-24,50616.64,51533.27,50450.07,51041.74,425.1
25-Jan-24,51060.28,51138.2,50238.96,50744.82,-315.46
29-Jan-24,51072.13,51660.65,50911.91,51467.89,395.76
30-Jan-24,51532.61,51744.25,51174.79,51335.27,-197.34
31-Jan-24,51293.19,52245.63,50980.91,51999.08,705.89
01-Feb-24,52100.55,52336.93,51652.35,52245.9,145.35
02-Feb-24,52547.08,52994.01,51858.5,51975.08,-572
05-Feb-24,51842.92,52041.5,51548.18,51787.93,-54.99
06-Feb-24,51795.33,51836.11,51444.17,51603.47,-191.86
07-Feb-24,51927.1,52080.71,51623.38,51912.63,-14.47
08-Feb-24,52206.8,52296.86,50834.88,50976.1,-1230.7
09-Feb-24,51054.94,51867.09,50822.51,51732.68,677.74
12-Feb-24,51863.55,51864.23,50662.34,50978.88,-884.67
13-Feb-24,51197.18,51970.29,50955.61,51715.15,517.97
14-Feb-24,51230.75,52617.52,51073.81,52324.76,1094.01
15-Feb-24,52519.82,52620.57,51890.53,52535.36,15.54
16-Feb-24,52850.51,53003.53,52509.55,52628.29,-222.22
19-Feb-24,52825.31,52979.58,52530.24,52792.1,-33.21
20-Feb-24,52746.23,53491.53,52628.24,53441.37,695.14
21-Feb-24,53748.85,53748.85,53232.9,53373.48,-375.37
22-Feb-24,53359.56,53474.14,52798.86,53351.28,-8.28
23-Feb-24,53495.09,53670.42,53073.65,53195.39,-299.7
26-Feb-24,53032.4,53247.58,52826.06,52913.82,-118.58
27-Feb-24,52795.55,53026.62,52624.34,52891.77,96.22
28-Feb-24,52955.45,53083.27,52129.46,52222.5,-732.95
29-Feb-24,52084.9,52650.89,51877.5,52456.58,371.68
01-Mar-24,52527.65,53811.63,52513.08,53755.26,1227.61
02-Mar-24,53767.06,53894.01,53640.27,53731.39,-35.67
04-Mar-24,53753.28,54050.34,53659.18,53939.04,185.76
05-Mar-24,53727.55,54251.82,53659.72,54033.89,306.34
06-Mar-24,53834.15,54810.09,53834.15,54566.74,732.59
07-Mar-24,54742.72,54742.72,54268.48,54394.38,-348.34
11-Mar-24,54332.62,54417.3,53708.8,53787.34,-545.28
12-Mar-24,53811.05,54317.73,53237.23,53666.35,-144.7
13-Mar-24,53637.64,53887.77,53230.71,53339.66,-297.98
14-Mar-24,53007.14,53643.61,52927.99,53100.07,92.93
15-Mar-24,52945.53,53070.03,52504.2,52832.61,-112.92
18-Mar-24,52678.57,53028.21,52218.79,52851.17,172.6
19-Mar-24,52715.65,52872.55,52534.12,52643.19,-72.46
20-Mar-24,52654.98,52989.89,52082.46,52595.65,-59.33
21-Mar-24,52958.51,53340.65,52826.22,52953.45,-5.06
22-Mar-24,52785.61,53251.75,52782.34,53105.76,320.15
26-Mar-24,52852.38,53057.03,52732.24,52837.53,-14.85
27-Mar-24,52988.62,53243.65,52906.56,53079.4,90.78
28-Mar-24,53123.65,53829.84,53107.57,53515.19,391.54
01-Apr-24,53734.42,54047.34,53724.04,53897.03,162.61
02-Apr-24,53861.58,53993.06,53701.98,53792.41,-69.17
03-Apr-24,53606.89,53966.86,53538.8,53832.5,225.61
04-Apr-24,54271.01,54420.21,53830.47,54139.5,-131.51
05-Apr-24,54235.89,54707.49,53948.83,54590.61,354.72
08-Apr-24,54865.22,54971.31,54681.62,54838.02,-27.2
09-Apr-24,55173.31,55270.85,54864.5,55023.9,-149.41
10-Apr-24,55182.48,55470.42,54993.65,55387.88,205.4
12-Apr-24,55116.35,55257.56,54801.98,54884.37,-231.98
15-Apr-24,54065.8,54522.81,53976.68,54033.54,-32.26
16-Apr-24,53582.72,53873.71,53506.42,53763.22,180.5
18-Apr-24,53924.37,54064.14,53081.28,53178.34,-746.03
19-Apr-24,52796.95,53821.13,52596.54,53720.76,923.81
22-Apr-24,54193.83,54307.74,53856.34,54221.72,27.89
23-Apr-24,54602.25,54625.96,54231.12,54319.13,-283.12
24-Apr-24,54435.99,54667.65,54390.51,54605.03,169.04
25-Apr-24,54097.22,55092.53,54075.09,54993.86,896.64
26-Apr-24,55156.49,55185.55,54487.72,54606.29,-550.2
29-Apr-24,54811.44,56156.55,54783.21,56081.13,1269.69
30-Apr-24,56198.67,56671.05,55837.48,55997.79,-200.88
02-May-24,55815.4,56105.67,55627.76,55746.79,-68.61
03-May-24,55944.08,56164.8,55123.99,55409.09,-534.99
06-May-24,55737.24,55852.25,55376.56,55534.36,-202.88
07-May-24,55570.92,55629.62,54813.33,54929.28,-641.64
08-May-24,54730.16,54895.46,54501.66,54719.15,-11.01
09-May-24,54776.33,54982.59,54189.21,54240.93,-535.4
10-May-24,54381.34,54707.98,54005.57,54153.35,-227.99
13-May-24,54041.74,54589.48,53636.65,54507.5,465.76
14-May-24,54423.03,54647.38,54296.5,54563.73,140.7
15-May-24,54607.17,54693.44,54261.69,54472.86,-134.31
16-May-24,54695.78,54889.67,54055.55,54803.17,107.39
17-May-24,54692.15,55089.26,54565.41,55003.9,311.75
18-May-24,54714.13,55117.61,54714.13,55063.16,349.03
21-May-24,54856.8,55192.19,54854.53,54942.09,85.29
22-May-24,55090.37,55090.37,54236.77,54658.38,-431.99
23-May-24,54723.89,55806.4,54713.57,55740.24,1016.35
24-May-24,55617.61,56039.38,55615.83,55918.6,300.99
27-May-24,56088.36,56697.24,56017.65,56271.27,182.91
28-May-24,56382.89,56486.07,55987.19,56080,-302.89
29-May-24,55716.43,55964.44,55216.95,55310.98,-405.45
30-May-24,55159.02,55937.07,55096.3,55603.85,444.83
31-May-24,55812.7,56021.45,55364.95,55771.72,-40.98
03-Jun-24,57641.69,58467.07,57152.99,58290.47,648.78
04-Jun-24,58086.66,58135.3,52579.26,53577.08,-4509.58
05-Jun-24,54333.54,56151.22,52991.98,55829.05,1495.51
06-Jun-24,56278.56,56632.07,55711.1,56157.15,-121.41
07-Jun-24,56137.17,56897.37,55912.91,56766.69,629.52
10-Jun-24,56964.26,57347.18,56569.73,56807.08,-157.18
11-Jun-24,56865.01,56967.13,56488.68,56658.92,-206.09
12-Jun-24,56721.88,57226.47,56622.91,56808.1,86.22
13-Jun-24,57154.62,57167.57,56683.54,56749.37,-405.25
14-Jun-24,56794.39,57007.48,56539.85,56864.77,70.38
18-Jun-24,57020.55,57398.66,56739.39,57339.35,318.8
19-Jun-24,57528.96,59101.93,57334.01,58468.88,939.92
20-Jun-24,58716.21,58903.43,58296.88,58824.83,108.62
21-Jun-24,58932.5,59042.34,58228.5,58696.6,-235.9
24-Jun-24,58396.17,58831.43,58173.02,58710.02,313.85
25-Jun-24,58824.76,59969.43,58807.55,59805.21,980.45
26-Jun-24,59902.82,60295.76,59567.52,60149.88,247.06
27-Jun-24,60356.7,60537.44,59965.63,60268.26,-88.44
28-Jun-24,60279.96,60465.13,59516.66,59640.9,-639.06
01-Jul-24,59700.37,59965.07,59415.92,59853.59,153.22
02-Jul-24,60120.22,60125.9,59060.3,59307.59,-812.63
03-Jul-24,59890.6,60484.93,59573.68,60344.16,453.56
04-Jul-24,60720.76,60720.76,60130.84,60443.69,-277.07
05-Jul-24,60036.83,60427.28,59648.18,60332.23,295.4
08-Jul-24,60161.46,60425.27,59925.27,60089.93,-71.53
09-Jul-24,60143.86,60353.05,60043.69,60304,160.14
10-Jul-24,60313.65,60313.65,59743.59,59916.33,-397.32
11-Jul-24,60103.4,60260.65,59469.02,60078.16,-25.24
12-Jul-24,60028.16,60730.54,59977.13,60140.44,112.28
15-Jul-24,60172.64,60648.6,59986.79,60416.03,243.39
16-Jul-24,60383.86,60585.1,60219.85,60305.34,-78.52
18-Jul-24,60086.59,60782.3,60070.55,60593.25,506.66
19-Jul-24,60555.51,60559.83,60032.86,60167.1,-388.41
